0;0,5;0,597842;0,604411
20;0,5;0,610981;0,597842
40;0,5;0,610981;0,610981
60;0,5;0,597842;0,597842
80;0,5;0,591272;0,597842
100;0,5;0,597842;0,597842
120;0,5;0,610981;0,610981
140;0,5;0,610981;0,604411
160;0,5;0,597842;0,584702
180;0,5;0,597842;0,591272
200;0,5;0,604411;0,591272
220;0,5;0,610981;0,610981
240;0,5;0,604411;0,597842
260;0,5;0,604411;0,597842
280;0,5;0,604411;0,604411
300;0,5;0,610981;0,591272
320;0,5;0,604411;0,597842
340;0,5;0,597842;0,597842
360;0,5;0,591272;0,597842
380;0,5;0,597842;0,604411
400;0,5;0,604411;0,604411
420;0,5;0,597842;0,597842
440;0,5;0,597842;0,591272
460;0,5;0,604411;0,604411
480;0,5;0,610981;0,597842
500;0,5;0,604411;0,604411
520;0,5;0,597842;0,591272
540;0,5;0,604411;0,610981
560;0,5;0,604411;0,591272
580;0,5;0,604411;0,591272
600;0,5;0,604411;0,604411
620;0,5;0,597842;0,591272
640;0,5;0,591272;0,597842
660;0,5;0,591272;0,591272
680;0,5;0,591272;0,597842
700;0,5;0,591272;0,591272
720;0,5;0,597842;0,597842
740;0,5;0,597842;0,604411
760;0,5;0,591272;0,591272
780;0,5;0,591272;0,591272
800;0,5;0,591272;0,591272
820;0,5;0,591272;0,610981
840;0,5;0,584702;0,584702
860;0,5;0,584702;0,578132
880;0,5;0,591272;0,591272
900;0,5;0,584702;0,578132
920;0,5;0,597842;0,564993
940;0,5;0,597842;0,538714
960;0,5;0,604411;0,519005
980;0,5;0,617551;0,512436
1000;0,5;0,617551;0,499296
1020;0,5;0,538714;0,40732
1040;0,5;0,42703;0,315345
1060;0,5;0,374472;0,262787
1080;0,5;0,289066;0,19709
1100;0,5;0,256218;0,151102
1120;0,5;0,229939;0,118254
1140;0,5;0,20366;0,085406
1160;0,5;0,170812;0,059127
1180;0,5;0,137963;0,032848
1200;0,5;0,091975;0,006569
1220;0,5;0,059127;0,006569
1240;0,5;0,013139;0,013139
1260;0,5;0,006569;0,006569
1280;0,5;0,013139;0,006569
1300;0,5;0,013139;0,006569
1320;0,5;0,019709;0
1340;0,5;0,013139;0,006569
1360;0,5;0,013139;0,006569
1380;0,5;0,006569;0,006569
1400;0,5;0;0,006569
1420;0,5;0,006569;0,006569
1440;0,5;0,006569;0,006569
1460;0,5;0,006569;0,006569
1480;0,5;0,006569;0
1500;0,5;0;0
1520;0,5;0;0
1540;0,5;0;0,006569
1560;0,5;0;0
1580;0,5;0;0
1600;0,5;0;0
1620;0,5;0;0
1640;0,5;0;0
1660;0,5;0;0
1680;0,5;0;0
1700;0,5;0;0
1720;0,5;0;0
1740;0,5;0;0
1760;0,5;0;0
1780;0,5;0;0
1800;0,5;0;0
1820;0,5;0;0
1840;0,5;0;0
1860;0,5;0;0
1880;0,5;0;0
1900;0,5;0;0
1920;0,5;0;0
1940;0,5;0;0
1960;0,5;0;0
1980;0,5;0;0
2000;0,5;0;0
2020;0,5;0;0
2040;0,5;0;0
2060;0,5;0;0,006569
2080;0,5;0,006569;0
2100;0,5;0,006569;0,006569
2120;0,5;0;0,006569
2140;0,5;0,006569;0
2160;0,5;0;0
2180;0,5;0;0
2200;0,5;0;0
2220;0,5;0;0
2240;0,5;0;0
2260;0,5;0;0
2280;0,5;0;0
2300;0,5;0;0
2320;0,5;0;0
2340;0,5;0;0
2360;0,5;0;0
2380;0,5;0;0
2400;0,5;0;0
2420;0,5;0;0
2440;0,5;0;0
2460;0,5;0;0
2480;0,5;0;0
2500;0,5;0;0
2520;0,5;0;0
2540;0,5;0;0
2560;0,5;0;0
2580;0,5;0;0
2600;0,5;0;0
2620;0,5;0;0
2640;0,5;0;0
2660;0,5;0;0
